"","orig.ident","nCount_RNA","nFeature_RNA","cell_id","donor","level","Xenium_id","RNA_snn_res.2.5","seurat_clusters","cell_type","cell_type_manual","large_group"
"Neuron1224","pbmc3k",1744,68,"04310-11380","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron1225","pbmc3k",4650,68,"04188-11630","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron1226","pbmc3k",2841,63,"03897-11797","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron1227","pbmc3k",5305,64,"03938-11997","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron1228","pbmc3k",1622,54,"04043-12139","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron1229","pbmc3k",6417,71,"04304-12126","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","9","9","hPEP.CHRNA7","hPEP.CHRNA7","PEP"
"Neuron1230","pbmc3k",5024,71,"04963-11883","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","15","15","hNP2","hNP2","NP"
"Neuron1231","pbmc3k",5347,69,"04808-11765","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron1232","pbmc3k",4110,67,"04885-11598","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron1233","pbmc3k",3666,69,"04927-11461","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","3","3","hSST","hSST","NP"
"Neuron1234","pbmc3k",1636,62,"04979-11248","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron1235","pbmc3k",7268,71,"04212-09474","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron1236","pbmc3k",5590,73,"03968-09737","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron1237","pbmc3k",4917,69,"03965-09927","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron1238","pbmc3k",5296,71,"04209-10089","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron1239","pbmc3k",6668,76,"03608-10231","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron1240","pbmc3k",522,57,"03615-10851","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron1241","pbmc3k",6184,71,"03821-10551","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron1242","pbmc3k",493,52,"06437-11400","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","14","14","hPEP.0","hPEP.0","PEP"
"Neuron1243","pbmc3k",303,45,"06417-11621","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","11","11","unidentified","unidentified","NF"
"Neuron1244","pbmc3k",2792,58,"06623-11792","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron1245","pbmc3k",150,35,"06736-11740","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","11","11","unidentified","unidentified","NF"
"Neuron1246","pbmc3k",1162,62,"06898-11469","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron1247","pbmc3k",16564,71,"07306-11644","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","8","8","hAb.LTMR","hAb.LTMR","NF"
"Neuron1248","pbmc3k",6508,70,"07418-11397","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron1249","pbmc3k",4546,72,"07699-11330","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","3","3","hSST","hSST","NP"
"Neuron1250","pbmc3k",4802,71,"07644-11155","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron1251","pbmc3k",6320,72,"06887-13599","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron1252","pbmc3k",1819,55,"06820-13420","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron1253","pbmc3k",874,51,"06950-13079","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron1254","pbmc3k",3172,67,"07206-14104","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron1255","pbmc3k",5673,58,"07839-13615","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","13","13","hAd.LTMR","hAd.LTMR","NF"
"Neuron1256","pbmc3k",6913,75,"08086-13415","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","9","9","hPEP.CHRNA7","hPEP.CHRNA7","PEP"
"Neuron1257","pbmc3k",7011,75,"08425-13565","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron1258","pbmc3k",5064,70,"08580-13162","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron1259","pbmc3k",1977,54,"08227-14536","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron1260","pbmc3k",706,55,"08749-14001","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","15","15","hNP2","hNP2","NP"
"Neuron1261","pbmc3k",541,51,"08582-13844","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","11","11","unidentified","unidentified","NF"
"Neuron1262","pbmc3k",7019,71,"08420-12568","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron1263","pbmc3k",4761,70,"08751-12546","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","16","16","hTRPM8","hTRPM8","NP"
"Neuron1264","pbmc3k",5175,68,"09038-12368","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron1265","pbmc3k",19755,73,"09502-12427","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","8","8","hAb.LTMR","hAb.LTMR","NF"
"Neuron1266","pbmc3k",7845,76,"09197-13066","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron1267","pbmc3k",8661,78,"09113-13449","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron1268","pbmc3k",7733,73,"09534-13002","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron1269","pbmc3k",11294,72,"09786-13231","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","8","8","hAb.LTMR","hATF3","NF"
"Neuron1270","pbmc3k",1372,49,"09514-13821","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","11","11","unidentified","unidentified","NF"
"Neuron1271","pbmc3k",6079,73,"09445-14095","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","9","9","hPEP.CHRNA7","hPEP.CHRNA7","PEP"
"Neuron1272","pbmc3k",1338,53,"09457-14241","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","16","16","hTRPM8","hTRPM8","NP"
"Neuron1273","pbmc3k",669,50,"09438-14549","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","14","14","hPEP.0","hPEP.0","PEP"
"Neuron1274","pbmc3k",2746,55,"09094-14638","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","8","8","hAb.LTMR","hAb.LTMR","NF"
"Neuron1275","pbmc3k",7270,74,"09948-14213","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron1276","pbmc3k",5125,83,"10294-14172","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron1277","pbmc3k",349,47,"10115-14281","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","11","11","unidentified","unidentified","NF"
"Neuron1278","pbmc3k",4055,79,"10422-13767","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron1279","pbmc3k",8262,79,"10655-13687","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron1280","pbmc3k",5520,60,"10362-13443","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","13","13","hAd.LTMR","hAd.LTMR","NF"
"Neuron1281","pbmc3k",7429,78,"10062-13704","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","3","3","hSST","hSST","NP"
"Neuron1282","pbmc3k",312,48,"10111-13505","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron1283","pbmc3k",9132,75,"10094-13063","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron1284","pbmc3k",5358,71,"10636-13163","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron1285","pbmc3k",3312,69,"11234-13291","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","15","15","hNP2","hNP2","NP"
"Neuron1286","pbmc3k",6136,74,"12414-12301","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","3","3","hSST","hSST","NP"
"Neuron1287","pbmc3k",725,59,"13236-12025","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","14","14","hPEP.0","hPEP.0","PEP"
"Neuron1288","pbmc3k",11519,84,"13502-11823","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron1289","pbmc3k",634,60,"13755-11274","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","3","3","hSST","hSST","NP"
"Neuron1290","pbmc3k",10897,77,"14003-10864","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron1291","pbmc3k",11233,74,"14041-10221","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron1292","pbmc3k",1413,57,"14406-10224","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","14","14","hPEP.0","hPEP.0","PEP"
"Neuron1293","pbmc3k",1301,59,"14369-09903","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","14","14","hPEP.0","hPEP.0","PEP"
"Neuron1294","pbmc3k",7729,76,"14206-09756","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron1295","pbmc3k",7299,74,"13996-09891","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron1296","pbmc3k",6843,76,"14039-09590","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron1297","pbmc3k",5309,81,"13767-09799","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","15","15","hNP2","hNP2","NP"
"Neuron1298","pbmc3k",16298,76,"13682-09450","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","8","8","hAb.LTMR","hAb.LTMR","NF"
"Neuron1299","pbmc3k",1332,56,"14464-09348","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron1300","pbmc3k",410,43,"14500-09445","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","11","11","unidentified","unidentified","NF"
"Neuron1301","pbmc3k",9138,72,"15110-09003","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron1302","pbmc3k",11642,76,"13884-09032","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron1303","pbmc3k",1408,64,"13821-08753","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron1304","pbmc3k",3923,76,"13604-08794","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron1305","pbmc3k",10264,76,"13350-08936","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron1306","pbmc3k",5240,72,"13150-08815","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron1307","pbmc3k",3259,68,"13008-08632","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron1308","pbmc3k",2535,63,"12924-08556","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron1309","pbmc3k",2928,71,"12549-08096","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron1310","pbmc3k",2808,69,"12435-08272","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","12","12","hPropr","hPropr","NF"
"Neuron1311","pbmc3k",2046,65,"12444-08618","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","14","14","hPEP.0","hPEP.0","PEP"
"Neuron1312","pbmc3k",12754,77,"12148-08594","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","8","8","hAb.LTMR","hATF3","NF"
"Neuron1313","pbmc3k",4666,74,"12065-08100","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron1314","pbmc3k",1668,60,"11911-08405","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron1315","pbmc3k",6584,79,"11902-08142","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","3","3","hSST","hSST","NP"
"Neuron1316","pbmc3k",1719,60,"11703-08197","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron1317","pbmc3k",5465,69,"11717-08062","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron1318","pbmc3k",15658,82,"11623-07800","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron1319","pbmc3k",10839,76,"11011-07641","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron1320","pbmc3k",8551,71,"10633-07820","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron1321","pbmc3k",5166,70,"10318-07824","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron1322","pbmc3k",6580,65,"09373-08387","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","12","12","hPropr","hPropr","NF"
"Neuron1323","pbmc3k",1464,64,"09193-07904","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron1324","pbmc3k",7428,78,"08999-08171","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron1325","pbmc3k",11546,73,"08467-08510","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","12","12","hPropr","hPropr","NF"
"Neuron1326","pbmc3k",14757,80,"08237-08969","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","12","12","hPropr","hPropr","NF"
"Neuron1327","pbmc3k",11756,70,"07711-09263","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","8","8","hAb.LTMR","hAb.LTMR","NF"
"Neuron1328","pbmc3k",7517,67,"08694-08938","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron1329","pbmc3k",21419,75,"09049-08921","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron1330","pbmc3k",5155,67,"09274-09127","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron1331","pbmc3k",7269,70,"09513-09117","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron1332","pbmc3k",21596,77,"09763-08738","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","8","8","hAb.LTMR","hAb.LTMR","NF"
"Neuron1333","pbmc3k",760,61,"09746-08322","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron1334","pbmc3k",10518,78,"10260-08703","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron1335","pbmc3k",8080,74,"10199-08965","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron1336","pbmc3k",8531,69,"10517-08412","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","8","8","hAb.LTMR","hAb.LTMR","NF"
"Neuron1337","pbmc3k",10848,82,"10781-08058","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron1338","pbmc3k",2380,67,"10940-08413","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron1339","pbmc3k",2766,66,"11030-08250","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron1340","pbmc3k",4487,66,"11138-08439","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","12","12","hPropr","hPropr","NF"
"Neuron1341","pbmc3k",2606,67,"11338-08289","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","11","11","unidentified","unidentified","NF"
"Neuron1342","pbmc3k",7449,71,"11590-08527","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron1343","pbmc3k",1998,58,"11334-08653","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron1344","pbmc3k",5662,72,"11227-08784","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron1345","pbmc3k",1793,49,"10999-08812","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","8","8","hAb.LTMR","hAb.LTMR","NF"
"Neuron1346","pbmc3k",7932,70,"10837-08957","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron1347","pbmc3k",6284,72,"10529-08954","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron1348","pbmc3k",3942,73,"10637-09072","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron1349","pbmc3k",6561,61,"10861-09272","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","8","8","hAb.LTMR","hAb.LTMR","NF"
"Neuron1350","pbmc3k",1732,68,"11032-09303","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","11","11","unidentified","unidentified","NF"
"Neuron1351","pbmc3k",6615,76,"11117-09061","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron1352","pbmc3k",2741,73,"11434-09165","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","15","15","hNP2","hNP2","NP"
"Neuron1353","pbmc3k",873,55,"11410-09282","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron1354","pbmc3k",2711,63,"11442-09384","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron1355","pbmc3k",10608,70,"11737-08842","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron1356","pbmc3k",133,40,"11513-09021","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","3","3","hSST","hSST","NP"
"Neuron1357","pbmc3k",3504,63,"11655-09341","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron1358","pbmc3k",1880,61,"11818-09177","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron1359","pbmc3k",8580,73,"11959-09007","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron1360","pbmc3k",9019,71,"13443-09942","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","8","8","hAb.LTMR","hATF3","NF"
"Neuron1361","pbmc3k",6193,68,"13343-09575","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","9","9","hPEP.CHRNA7","hPEP.CHRNA7","PEP"
"Neuron1362","pbmc3k",9142,80,"13226-09364","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron1363","pbmc3k",8217,74,"12948-09518","N4","T12","output-XETG00171__0018220__Region_4__20240207__003742","0","0","hNP1","hNP1","NP"
